,dates,vcan,ab,jpn,jst,jps,cavado,crista,difluência,convergência,text_data,url_data
10,2009010112,0,0,0,0,1,0,0,0,0,"Na carta de altitude das 12z de hoje (01/01/2009), observa-se o centro da Alta da Bolívia (AB), agora sobre o leste da Bolívia. A circulação anticiclônica deste sistema atua sobre o norte da Argentina, sobre o Peru, toda a Bolívia, parte do norte do Paraguai, sobre MS, oeste e norte de SP, Triângulo Mineiro e oeste de MG, sul de GO, sudoeste de MT, RO, AC e sul da AM. A nordeste da AB, observa-se um Vórtice Ciclônico de Altos Níveis (VCAN), agora com centro sobre o sudeste do PA. Este sistema causa toda uma área de difluência dos ventos em 250hPa entre o PA e o AM, o que auxilia na nebulosidade observada sobre esta área, ver imagem de satélite. A sul da AB há um ramo do Jato Subtropical (JST), que desloca-se entre o Chile, centro-norte da Argentina, RS e SC, a partir deste ponto ele passa a ter predomínio de circulação ciclônica sobre o Atlântico. A sul deste jato há um outro cavado onde predomina o Jato Polar Norte (JPN), localizado a sul de 37S, entre o continente (Argentina) e o oceano Atlântico. O Jato Polar Sul (JPS) atua entre 40 e 60S, com circulação anticiclônica no Pacífico e ciclônica no Atlântico.

 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010112.gif
11,2009010112,0,0,0,0,0,1,0,0,0,"Na carta de altitude das 12z de hoje (01/01/2009), observa-se o centro da Alta da Bolívia (AB), agora sobre o leste da Bolívia. A circulação anticiclônica deste sistema atua sobre o norte da Argentina, sobre o Peru, toda a Bolívia, parte do norte do Paraguai, sobre MS, oeste e norte de SP, Triângulo Mineiro e oeste de MG, sul de GO, sudoeste de MT, RO, AC e sul da AM. A nordeste da AB, observa-se um Vórtice Ciclônico de Altos Níveis (VCAN), agora com centro sobre o sudeste do PA. Este sistema causa toda uma área de difluência dos ventos em 250hPa entre o PA e o AM, o que auxilia na nebulosidade observada sobre esta área, ver imagem de satélite. A sul da AB há um ramo do Jato Subtropical (JST), que desloca-se entre o Chile, centro-norte da Argentina, RS e SC, a partir deste ponto ele passa a ter predomínio de circulação ciclônica sobre o Atlântico. A sul deste jato há um outro cavado onde predomina o Jato Polar Norte (JPN), localizado a sul de 37S, entre o continente (Argentina) e o oceano Atlântico. O Jato Polar Sul (JPS) atua entre 40 e 60S, com circulação anticiclônica no Pacífico e ciclônica no Atlântico.

 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010112.gif
12,2009010118,1,0,0,0,0,0,0,0,0,"Na carta de altitude das 18z de hoje (01/01/2009), observa-se o centro da Alta da Bolívia (AB), agora sobre o sul da Bolívia. A circulação anticiclônica deste sistema atua sobre o norte da Argentina, sobre o Peru, toda a Bolívia, parte do norte do Paraguai, sobre MS, oeste e norte de SP, Triângulo Mineiro e oeste de MG, sul de GO, sudoeste de MT, RO, AC e sul da AM. A nordeste da AB, observa-se um Vórtice Ciclônico de Altos Níveis (VCAN), que permanece com centro sobre o sudeste do PA. Este sistema causa toda uma área de difluência dos ventos em 250hPa entre o PA e o AM, o que auxilia na nebulosidade observada sobre esta área, ver imagem de satélite. A sul da AB há um ramo do Jato Subtropical (JST), que desloca-se entre o Chile, centro-norte da Argentina, RS e sul de SC. A sul deste jato há um outro cavado onde predomina o Jato Polar Norte (JPN), localizado a sul de 37S, entre o continente (Argentina) e o oceano Atlântico. O Jato Polar Sul (JPS) não atua sobre o continente, e tem circulação anticiclônica no Pacífico e ciclônica no Atlântico.
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010118.gif
13,2009010118,0,1,0,0,0,0,0,0,0,"Na carta de altitude das 18z de hoje (01/01/2009), observa-se o centro da Alta da Bolívia (AB), agora sobre o sul da Bolívia. A circulação anticiclônica deste sistema atua sobre o norte da Argentina, sobre o Peru, toda a Bolívia, parte do norte do Paraguai, sobre MS, oeste e norte de SP, Triângulo Mineiro e oeste de MG, sul de GO, sudoeste de MT, RO, AC e sul da AM. A nordeste da AB, observa-se um Vórtice Ciclônico de Altos Níveis (VCAN), que permanece com centro sobre o sudeste do PA. Este sistema causa toda uma área de difluência dos ventos em 250hPa entre o PA e o AM, o que auxilia na nebulosidade observada sobre esta área, ver imagem de satélite. A sul da AB há um ramo do Jato Subtropical (JST), que desloca-se entre o Chile, centro-norte da Argentina, RS e sul de SC. A sul deste jato há um outro cavado onde predomina o Jato Polar Norte (JPN), localizado a sul de 37S, entre o continente (Argentina) e o oceano Atlântico. O Jato Polar Sul (JPS) não atua sobre o continente, e tem circulação anticiclônica no Pacífico e ciclônica no Atlântico.
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010118.gif
14,2009010118,0,0,1,0,0,0,0,0,0,"Na carta de altitude das 18z de hoje (01/01/2009), observa-se o centro da Alta da Bolívia (AB), agora sobre o sul da Bolívia. A circulação anticiclônica deste sistema atua sobre o norte da Argentina, sobre o Peru, toda a Bolívia, parte do norte do Paraguai, sobre MS, oeste e norte de SP, Triângulo Mineiro e oeste de MG, sul de GO, sudoeste de MT, RO, AC e sul da AM. A nordeste da AB, observa-se um Vórtice Ciclônico de Altos Níveis (VCAN), que permanece com centro sobre o sudeste do PA. Este sistema causa toda uma área de difluência dos ventos em 250hPa entre o PA e o AM, o que auxilia na nebulosidade observada sobre esta área, ver imagem de satélite. A sul da AB há um ramo do Jato Subtropical (JST), que desloca-se entre o Chile, centro-norte da Argentina, RS e sul de SC. A sul deste jato há um outro cavado onde predomina o Jato Polar Norte (JPN), localizado a sul de 37S, entre o continente (Argentina) e o oceano Atlântico. O Jato Polar Sul (JPS) não atua sobre o continente, e tem circulação anticiclônica no Pacífico e ciclônica no Atlântico.
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010118.gif
15,2009010118,0,0,0,1,0,0,0,0,0,"Na carta de altitude das 18z de hoje (01/01/2009), observa-se o centro da Alta da Bolívia (AB), agora sobre o sul da Bolívia. A circulação anticiclônica deste sistema atua sobre o norte da Argentina, sobre o Peru, toda a Bolívia, parte do norte do Paraguai, sobre MS, oeste e norte de SP, Triângulo Mineiro e oeste de MG, sul de GO, sudoeste de MT, RO, AC e sul da AM. A nordeste da AB, observa-se um Vórtice Ciclônico de Altos Níveis (VCAN), que permanece com centro sobre o sudeste do PA. Este sistema causa toda uma área de difluência dos ventos em 250hPa entre o PA e o AM, o que auxilia na nebulosidade observada sobre esta área, ver imagem de satélite. A sul da AB há um ramo do Jato Subtropical (JST), que desloca-se entre o Chile, centro-norte da Argentina, RS e sul de SC. A sul deste jato há um outro cavado onde predomina o Jato Polar Norte (JPN), localizado a sul de 37S, entre o continente (Argentina) e o oceano Atlântico. O Jato Polar Sul (JPS) não atua sobre o continente, e tem circulação anticiclônica no Pacífico e ciclônica no Atlântico.
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010118.gif
16,2009010118,0,0,0,0,1,0,0,0,0,"Na carta de altitude das 18z de hoje (01/01/2009), observa-se o centro da Alta da Bolívia (AB), agora sobre o sul da Bolívia. A circulação anticiclônica deste sistema atua sobre o norte da Argentina, sobre o Peru, toda a Bolívia, parte do norte do Paraguai, sobre MS, oeste e norte de SP, Triângulo Mineiro e oeste de MG, sul de GO, sudoeste de MT, RO, AC e sul da AM. A nordeste da AB, observa-se um Vórtice Ciclônico de Altos Níveis (VCAN), que permanece com centro sobre o sudeste do PA. Este sistema causa toda uma área de difluência dos ventos em 250hPa entre o PA e o AM, o que auxilia na nebulosidade observada sobre esta área, ver imagem de satélite. A sul da AB há um ramo do Jato Subtropical (JST), que desloca-se entre o Chile, centro-norte da Argentina, RS e sul de SC. A sul deste jato há um outro cavado onde predomina o Jato Polar Norte (JPN), localizado a sul de 37S, entre o continente (Argentina) e o oceano Atlântico. O Jato Polar Sul (JPS) não atua sobre o continente, e tem circulação anticiclônica no Pacífico e ciclônica no Atlântico.
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010118.gif
17,2009010118,0,0,0,0,0,1,0,0,0,"Na carta de altitude das 18z de hoje (01/01/2009), observa-se o centro da Alta da Bolívia (AB), agora sobre o sul da Bolívia. A circulação anticiclônica deste sistema atua sobre o norte da Argentina, sobre o Peru, toda a Bolívia, parte do norte do Paraguai, sobre MS, oeste e norte de SP, Triângulo Mineiro e oeste de MG, sul de GO, sudoeste de MT, RO, AC e sul da AM. A nordeste da AB, observa-se um Vórtice Ciclônico de Altos Níveis (VCAN), que permanece com centro sobre o sudeste do PA. Este sistema causa toda uma área de difluência dos ventos em 250hPa entre o PA e o AM, o que auxilia na nebulosidade observada sobre esta área, ver imagem de satélite. A sul da AB há um ramo do Jato Subtropical (JST), que desloca-se entre o Chile, centro-norte da Argentina, RS e sul de SC. A sul deste jato há um outro cavado onde predomina o Jato Polar Norte (JPN), localizado a sul de 37S, entre o continente (Argentina) e o oceano Atlântico. O Jato Polar Sul (JPS) não atua sobre o continente, e tem circulação anticiclônica no Pacífico e ciclônica no Atlântico.
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010118.gif
18,2009010200,1,0,0,0,0,0,0,0,0,"Na carta de altitude da 00z de hoje (02/01), observa-se a Alta da Bolívia (AB), atuando sobre a Bolívia, Peru, MS, extremo oeste de SP, sul de GO e centro-sul de MT. Ao sul desta área de circulação anticiclônica nota-se o Jato Subtropical (JST), que atinge o Chile, nordeste da Argentina e RS. A sul deste ramo do JST há um ramo do Jato Polar Norte (JPN), que atinge a província de Buenos Aires e desloca-se pelo Atlântico, onde contorna um cavado significativo. Entre o Chile e Argentina, logo ao sul do JST, há um segundo cavado.  No extremo sul do continente a influência é dos ventos associados com o JPN e com o Jato Polar Sul (JPS). 
No sul do PA há um Vórtice Ciclônico de Altos Níveis (VCAN). Este VCAN se deslocou nos últimos dias desde o norte do Nordeste até esta área. Este VCAN também influencia o norte do PA, nordeste da AM e RR, áreas com significativa difluência dos ventos em 250hPa, que junto com o calor e umidade em superfície, causa a nebulosidade observada na imagem de satélite.
Entre a AB atuando sobre o sul do Centro-Oeste e o JST que desloca-se entre o Sul e o Atlântico, também há uma significativa área  de difluência dos ventos que atua sobre o Sudeste. Nesta área entre o Sudeste e MS, a nebulosidade é resultado tanto desta difluência dos ventos quanto por conta de resquícios da zona de convergência que atuou nesta área. 
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010200.gif
19,2009010200,0,1,0,0,0,0,0,0,0,"Na carta de altitude da 00z de hoje (02/01), observa-se a Alta da Bolívia (AB), atuando sobre a Bolívia, Peru, MS, extremo oeste de SP, sul de GO e centro-sul de MT. Ao sul desta área de circulação anticiclônica nota-se o Jato Subtropical (JST), que atinge o Chile, nordeste da Argentina e RS. A sul deste ramo do JST há um ramo do Jato Polar Norte (JPN), que atinge a província de Buenos Aires e desloca-se pelo Atlântico, onde contorna um cavado significativo. Entre o Chile e Argentina, logo ao sul do JST, há um segundo cavado.  No extremo sul do continente a influência é dos ventos associados com o JPN e com o Jato Polar Sul (JPS). 
No sul do PA há um Vórtice Ciclônico de Altos Níveis (VCAN). Este VCAN se deslocou nos últimos dias desde o norte do Nordeste até esta área. Este VCAN também influencia o norte do PA, nordeste da AM e RR, áreas com significativa difluência dos ventos em 250hPa, que junto com o calor e umidade em superfície, causa a nebulosidade observada na imagem de satélite.
Entre a AB atuando sobre o sul do Centro-Oeste e o JST que desloca-se entre o Sul e o Atlântico, também há uma significativa área  de difluência dos ventos que atua sobre o Sudeste. Nesta área entre o Sudeste e MS, a nebulosidade é resultado tanto desta difluência dos ventos quanto por conta de resquícios da zona de convergência que atuou nesta área. 
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010200.gif
20,2009010200,0,0,1,0,0,0,0,0,0,"Na carta de altitude da 00z de hoje (02/01), observa-se a Alta da Bolívia (AB), atuando sobre a Bolívia, Peru, MS, extremo oeste de SP, sul de GO e centro-sul de MT. Ao sul desta área de circulação anticiclônica nota-se o Jato Subtropical (JST), que atinge o Chile, nordeste da Argentina e RS. A sul deste ramo do JST há um ramo do Jato Polar Norte (JPN), que atinge a província de Buenos Aires e desloca-se pelo Atlântico, onde contorna um cavado significativo. Entre o Chile e Argentina, logo ao sul do JST, há um segundo cavado.  No extremo sul do continente a influência é dos ventos associados com o JPN e com o Jato Polar Sul (JPS). 
No sul do PA há um Vórtice Ciclônico de Altos Níveis (VCAN). Este VCAN se deslocou nos últimos dias desde o norte do Nordeste até esta área. Este VCAN também influencia o norte do PA, nordeste da AM e RR, áreas com significativa difluência dos ventos em 250hPa, que junto com o calor e umidade em superfície, causa a nebulosidade observada na imagem de satélite.
Entre a AB atuando sobre o sul do Centro-Oeste e o JST que desloca-se entre o Sul e o Atlântico, também há uma significativa área  de difluência dos ventos que atua sobre o Sudeste. Nesta área entre o Sudeste e MS, a nebulosidade é resultado tanto desta difluência dos ventos quanto por conta de resquícios da zona de convergência que atuou nesta área. 
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010200.gif
21,2009010200,0,0,0,1,0,0,0,0,0,"Na carta de altitude da 00z de hoje (02/01), observa-se a Alta da Bolívia (AB), atuando sobre a Bolívia, Peru, MS, extremo oeste de SP, sul de GO e centro-sul de MT. Ao sul desta área de circulação anticiclônica nota-se o Jato Subtropical (JST), que atinge o Chile, nordeste da Argentina e RS. A sul deste ramo do JST há um ramo do Jato Polar Norte (JPN), que atinge a província de Buenos Aires e desloca-se pelo Atlântico, onde contorna um cavado significativo. Entre o Chile e Argentina, logo ao sul do JST, há um segundo cavado.  No extremo sul do continente a influência é dos ventos associados com o JPN e com o Jato Polar Sul (JPS). 
No sul do PA há um Vórtice Ciclônico de Altos Níveis (VCAN). Este VCAN se deslocou nos últimos dias desde o norte do Nordeste até esta área. Este VCAN também influencia o norte do PA, nordeste da AM e RR, áreas com significativa difluência dos ventos em 250hPa, que junto com o calor e umidade em superfície, causa a nebulosidade observada na imagem de satélite.
Entre a AB atuando sobre o sul do Centro-Oeste e o JST que desloca-se entre o Sul e o Atlântico, também há uma significativa área  de difluência dos ventos que atua sobre o Sudeste. Nesta área entre o Sudeste e MS, a nebulosidade é resultado tanto desta difluência dos ventos quanto por conta de resquícios da zona de convergência que atuou nesta área. 
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010200.gif
