,dates,vcan,text_data,url_data
10,2009010418,0,"Na carta de altitude das 18z de hoje (04/01), a circulação anticiclônica associada a Alta da Bolívia (AB) atua predominando em grande parte do centro-norte do continente. O centro deste sistema permanece sem uma boa configuração. Embebidos nesta ampla área de circulação anticiclônica nota-se a presença de alguns cavados invertidos. Um amplo cavado desloca-se entre a Região Sul do Brasil, MS e SP auxiliando o levantamento, a convergência de umidade e toda a convecção na camada mais baixa da troposfera ajudando a manter na baixa troposfera a Zona de Convergência do Atlântico Sul (ZCAS) (ver imagem de satélite). Contornando o cavado citado pode-se perceber o Jato Subtropical (JST), atuando sobre o Paraguai, Paraná (PR) e seguindo pelo Atlântico onde, na altura do meridiano de 40W, acopla-se aos ramos do Jato Polar Norte (JPN). Estes máximos de vento contornam a vanguarda do amplo cavado que  chega até próximo a ilha Geórgia do Sul. A sul de 40S entre o Pacífico, cortando o sul do continente e seguindo pelo Atlântico notam-se ramos do JPN e do Jato Polar Sul (JPS).
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010418.gif
11,2009010500,1,"Na carta de altitude da 00z de hoje (05/01), a Alta da Bolívia encontra-se com seu centro a sudoeste do Peru, sobre o Pacífico. Este sistema meteorológico influencia o oeste do continente, mas sobre o Brasil ele influencia praticamente apenas o sul da AM e o AC. Pois nas áreas centrais do país a maior influência fica por conta de um extenso cavado que atua sobre o Centro-Oeste, Sudeste e Região Sul. Um ramo do Jato Subtropical (JST), atua sobre MS, SP, PR e nordeste de SC. 
Apesar da AB estar afastada para o oeste do continente e Oceano Pacífico, observam-se áreas de circulação anticiclônica em 250hPa também sobre a Região Norte e uma crista estendendo-se pelo Nordeste em direção ao Atlântico. Este padrão da AB e o cavado no centro-sul do país é um padrão associado com o evento de ZCAS. Um Vórtice Ciclônico de Altos Níveis (VCAN), também típico do padrão de ZCAS, é observado, mas este sistema
 meteorológico está mais afastado do continente, com centro por volta de 10S/25W, ou seja, sobre o oceano Atlântico. 
O cavado citado também influencia o Paraguai, centro-sul da Bolívia, além do norte e nordeste da Argentina. A sudoeste deste cavado há uma crista que influencia as áreas centrais da Argentina, até cerca de 40S, toda uma região de pouca nebulosidade. 
No extremo sul do continente o Jato Polar Norte (JPN), influencia a região juntamente com o Jato Polar Sul (JPS). Estes jatos auxiliam os sistemas frontais que vem do Pacífico.
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010500.gif
12,2009010512,1,"Na carta de altitude das 12z de hoje (05/01), a situação sinótica praticamente não mudou. A Alta da Bolívia persiste com seu centro a sudoeste do Peru, sobre o Pacífico. Este sistema verifica-se deslocado para oeste devido ao significativo cavado baroclínico que verifica-se sobre o centro-sul do Brasil. O fluxo sobre o norte do Brasil observa-se  completamente de sul bastante meridional. Um ramo do Jato Subtropical (JST), atua sobre SP, leste do PR e nordeste de SC, a sotavento do cavado. Este padrão da AB e o cavado no centro-sul do país é um padrão associado com o evento de ZCAS. Um Vórtice Ciclônico de Altos Níveis (VCAN), também típico do padrão de ZCAS, é observado sobre o Atlântico a leste do Nordeste, por volta de 8S/27W.  Uma crista se estende pelo norte da Argentina e Uruguai. No extremo sul do continente o Jato Polar Norte (JPN), influencia a região juntamente com o Jato Polar Sul (JPS) mas embebidos em um fluxo bastante zonal.  
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010512.gif
13,2009010518,1,"Na carta de altitude das 18z de hoje (05/01), a situação sinótica praticamente não mudou. A Alta da Bolívia centra-se sobre o sul do Peru. Este sistema verifica-se deslocado para oeste devido ao significativo cavado baroclínico que verifica-se sobre o centro-sul do Brasil. O fluxo sobre o norte do Brasil observa-se  completamente de sul bastante meridional. Um ramo do Jato Subtropical (JST), atua sobre SP a sotavento do cavado. Este padrão da AB e o cavado no centro-sul do país é um padrão associado com o evento de ZCAS. Um Vórtice Ciclônico de Altos Níveis (VCAN), também típico do padrão de ZCAS, é observado sobre o Atlântico a leste da Região Nordeste, por volta de 7S/26W.  Uma crista se estende pelo norte da Argentina, Uruguai e sul do RS. No extremo sul do continente o Jato Polar Norte (JPN), influencia a região juntamente com o Jato Polar Sul (JPS) mas embebidos em um fluxo bastante zonal. 
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010518.gif
14,2009010600,1,"Na carta de altitude da 00z de hoje (06/01), o cavado intenso ainda persiste atuando entre o Centro-Oeste, Sudeste e a Região Sul, com o Jato Subtropical (JST), sobre SP, sobretudo o centro-leste do Estado. A Alta da Bolívia (AB), está com centro sobre o sul do Peru e influencia parte da Região Norte, tal como AC, RO e AM. No PA também nota-se uma significativa área de circulação anticiclônica, inclusive com significativa difluência dos ventos em 250hPa. Um Vórtice Ciclônico de Altos Níveis (VCAN), está com centro em torno de 07S/27W, influenciando o centro-leste do Nordeste e favorecendo a organização da nebulosidade nesta área. Uma crista atua sobre o norte e nordeste da Argentina, além do Uruguai, áreas onde há pouca ou nenhuma nebulosidade. A sul de 35S o escoamento é bem zonal, com influência do Jato Polar Norte (JPN), que encontra-se acoplado com o Jato Polar Sul (JPS), uma área de significativa baroclinia a sul de 40S. 
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010600.gif
15,2009010612,1,"Na carta de altitude das 12z de hoje (06/01), o cavado intenso ainda persiste atuando entre o Centro-Oeste, Sudeste e a Região Sul, com o Jato Subtropical (JST), sobre SP, sobretudo o nordeste do Estado. A Alta da Bolívia (AB), está com centro sobre o norte da Bolívia e influencia parte da Região Norte, tal como AC, RO e AM. No PA também nota-se uma área de circulação anticiclônica em forma de crista, inclusive com significativa difluência dos ventos em 250hPa. Um Vórtice Ciclônico de Altos Níveis (VCAN), está com centro em torno de 08S/30W, influenciando o centro-leste do Nordeste e favorecendo a organização da nebulosidade nesta área. Uma crista, pouco amplificada, atua sobre o norte e nordeste da Argentina, além do Uruguai, áreas onde há pouca ou nenhuma nebulosidade. A sul de 35S o escoamento é bem zonal, com influência do Jato Polar Norte (JPN), que encontra-se acoplado com o Jato Polar Sul (JPS), uma área de significativa baroclinia a sul de 40S. 
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010612.gif
16,2009010618,1,"Na carta de altitude das 18z de hoje (06/01), não houve mudanças significativas com relação à análise anterior, portanto, ainda nota-se o cavado intenso atuando entre o Centro-Oeste, Sudeste e a Região Sul, com o Jato Subtropical (JST), a leste de SP sobre o Atlântico. A Alta da Bolívia (AB), está com centro sobre o norte da Bolívia e influencia parte da Região Norte, tal como AC, RO e AM. No PA também nota-se uma área de circulação anticiclônica em forma de crista, inclusive com significativa difluência dos ventos em 250hPa. Um Vórtice Ciclônico de Altos Níveis (VCAN), está com centro em torno de 07S/28W, influenciando o centro-leste do Nordeste e favorecendo a organização da nebulosidade nesta área. Uma crista, pouco amplificada, atua sobre o norte e nordeste da Argentina, além do Uruguai e RS, áreas onde há pouca ou nenhuma nebulosidade. A sul de 35S o escoamento é bem zonal, com influência do Jato Polar Norte (JPN), que encontra-se acoplado com o Jato Polar Sul (JPS), uma área de significativa baroclinia a sul de 40S. 
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010618.gif
17,2009010700,1,"Na carta de altitude da 00z de hoje (07/01), o cavado ainda persiste sobre o Centro-Oeste, Sudeste e a Região Sul do Brasil. A borda norte e nordeste deste cavado é responsável por manter a Zona de Convergência do Atlântico Sul (ZCAS), mais ao norte em relação a dias anteriores. Por este motivo o tempo está mais seco no centro-sul do Centro-Oeste, oeste de SP e Triângulo Mineiro. A Alta da Bolívia encontra-se com seu centro sobre o norte da Bolívia nesta carta. Este sistema influencia RO, AC, Peru e grande parte da AM, assim como o extremo norte da Argentina e o Paraguai. A sul desta área de circulação anticiclônica há um sinal do Jato Subtropical (JST) por volta de 27S. No Atlântico o JST está mais intenso, principalmente a sul de 30S e a leste de 39W. 
Por volta de 30S nota-se uma área sob a influência tanto da AB ao norte quanto de um cavado mais ao sul que está sobre a Argentina. Este padrão mantém significativa difluência dos ventos sobre o RS e Uruguai. O cavado citado auxilia um sistema frontal que observa-se no Atlântico. A sul de 40S observa-se o Jato Polar Norte (JPN), e o Jato Polar Sul (JPS), ambos acoplados nos dois oceanos, mas apenas o JPS atinge o continente, no extremo sul do mesmo. 
O Vórtice Ciclônico de Altos Níveis (VCAN), está com o seu centro por volta de 08S/30W, este sistema influencia todo o centro-leste do Nordeste, organizando a nebulosidade nesta área. Significativa difluência dos ventos é observado entre o PI, MA e nordeste do PA. 
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010700.gif
18,2009010712,1," Na carta de altitude das 12z de hoje (07/01), o cavado ainda persiste sobre o Centro-Oeste, Sudeste e leste da Região Sul do Brasil. A borda norte e nordeste deste cavado é responsável por manter a Zona de Convergência do Atlântico Sul (ZCAS), mais ao norte em relação a dias anteriores. Por este motivo o tempo está mais seco no centro-sul do Centro-Oeste, oeste de SP e Triângulo Mineiro. A Alta da Bolívia encontra-se com seu centro sobre o norte da Bolívia nesta carta. Este sistema influencia RO, AC, Peru e grande parte da AM, assim como o extremo norte da Argentina e o Paraguai. No Atlântico o Jato Subtropical (JST) encontra-se na dianteira do cavado citado anteriormente. Por volta de 30S nota-se uma área sob a influência tanto da AB ao norte quanto de um cavado mais ao sul que está sobre a Argentina. Este padrão mantém significativa difluência dos ventos sobre o SC e PR. O cavado citado auxilia um sistema frontal que observa-se no Atlântico. A sul de 40S observa-se o Jato Polar Norte (JPN), e o Jato Polar Sul (JPS), ambos acoplados sobre o extremo sul do continente e sobre o Atl6antico. O Vórtice Ciclônico de Altos Níveis (VCAN), está com o seu centro por volta de 08S/28W, este sistema influencia todo o centro-leste do Nordeste, organizando a nebulosidade nesta área. Significativa difluência dos ventos é observado entre o PI, MA e nordeste do PA. 
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010712.gif
19,2009010718,1,"Na carta de altitude das 18z de hoje (07/01), verifica-se a atuação do mesmo padrão sinótico descrito na análise anterior, portanto, ainda persiste o cavado sobre o Centro-Oeste, Sudeste e leste da Região Sul do Brasil. A borda norte e nordeste deste cavado é responsável por manter a Zona de Convergência do Atlântico Sul (ZCAS), mais ao norte em relação aos dias anteriores. Por este motivo, o tempo está mais seco no centro-sul do Centro-Oeste, oeste de SP e Triângulo Mineiro. Nesta análise a Alta da Bolívia encontra-se com seu centro sobre o noroeste de Mato Grosso (MT). Este sistema influencia RO, AC, Peru e grande parte da AM, assim como o extremo norte da Argentina e o Paraguai. No Atlântico o Jato Subtropical (JST) encontra-se na dianteira do cavado citado anteriormente. Por volta de 30S nota-se uma área sob a influência tanto da AB ao norte quanto de um cavado mais ao sul que está sobre a Argentina. Este padrão mantém significativa difluência dos ventos sobre o SC e PR. O cavado citado auxilia um sistema frontal que observa-se no Atlântico. A sul de 40S observa-se o Jato Polar Norte (JPN), e o Jato Polar Sul (JPS), ambos acoplados sobre o extremo sul do continente e sobre o Atlântico. O Vórtice Ciclônico de Altos Níveis (VCAN), está com o seu centro por volta de 06S/31W, este sistema influencia todo o centro-leste do Nordeste, organizando a nebulosidade nesta área. Significativa difluência dos ventos é observado entre o PI, MA e boa parte do Norte do Brasil.
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010718.gif
20,2009010800,1,"Na carta de altitude da 00z desta quinta-feira (08/01), verifica-se a Alta da Bolívia (AB) centrada em 10S/60W entre a divisa entre o MT e RO. A leste da AB nota-se a persistência de um cavado que estende seu eixo entre o norte de GO, oeste/sudoeste de MG, nordeste de SP seguindo pelo Atlântico adjacente à Região Sul do Brasil. Este cavado é responsável por manter em sua borda norte a Zona de Convergência do Atlântico Sul (ZCAS), que embora enfraquecida, ainda mantém um canal de umidade entre a Região Norte, nordeste da Região Centro-Oeste, parte do Sudeste e do Nordeste do Brasil. Observa-se um Vórtice Ciclônico de Altos Níveis (VCAN), centrado em 5N/31W sobre o Atlântico a nordeste da Região Nordeste do país. Este sistema influencia todo o centro-leste do Nordeste, organizando a nebulosidade em suas bordas. O resultado da combinação da circulação relacionada a AB e ao VCAN citado é uma área de forte difluência dos ventos que abrange o PA, TO, MA, PI e em boa parte do Norte do país, favorecendo a nebulosidade e a atividade convectiva nestas áreas. Em amplo cavado desloca-se entre o Pacífico, Argentina e Atlântico Sul e dá suporte dinâmico a um sistema frontal transiente a sul de 30S sobre o Atlântico.  Os Jatos Polar Norte (JPN) e Polar Sul (JPS) encontram-se acoplados e contornando o amplo cavado citado entre o extremo sul do continente e o Atlântico. O Jato Subtropical (JST), encontra-se sobre o Atlântico posicionado na dianteira do cavado que atua a leste da AB. 
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010800.gif
